	id	from	to	nameslabel
11260	MAR08384	mgacpail heparan sulfate|ic	m2gacpail heparan sulfate|ic	PIGV
11261	MAR08384	mgacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGV
11262	MAR08385	dolichyl-phosphate-D-mannose|ic	m3gacpail heparan sulfate|ic	PIGB
11263	MAR08385	dolichyl-phosphate-D-mannose|ic	dolichyl-phosphate|ic	PIGB
11264	MAR08385	m2gacpail heparan sulfate|ic	m3gacpail heparan sulfate|ic	PIGB
11265	MAR08385	m2gacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGB
11266	MAR08387	dolichyl-phosphate-D-mannose|ic	dolichyl-phosphate|ic	PIGV
11267	MAR08387	dolichyl-phosphate-D-mannose|ic	memgacpail heparan sulfate|ic	PIGV
11268	MAR08387	emgacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGV
11269	MAR08387	emgacpail heparan sulfate|ic	memgacpail heparan sulfate|ic	PIGV
11270	MAR08388	dolichyl-phosphate-D-mannose|ic	dolichyl-phosphate|ic	PIGB
11271	MAR08388	dolichyl-phosphate-D-mannose|ic	m2emgacpail heparan sulfate|ic	PIGB
11272	MAR08388	memgacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGB
11273	MAR08388	memgacpail heparan sulfate|ic	m2emgacpail heparan sulfate|ic	PIGB
11274	MAR08389	dolichyl-phosphate-D-mannose|ic	dolichyl-phosphate|ic	PIGZ
11275	MAR08389	dolichyl-phosphate-D-mannose|ic	m3emgacpail heparan sulfate|ic	PIGZ
11276	MAR08389	m2emgacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGZ
11277	MAR08389	m2emgacpail heparan sulfate|ic	m3emgacpail heparan sulfate|ic	PIGZ
11278	MAR08390	em2emgacpail heparan sulfate|ic	dolichyl-phosphate|ic	PIGZ
11279	MAR08390	em2emgacpail heparan sulfate|ic	mem2emgacpail heparan sulfate|ic	PIGZ
11280	MAR08390	dolichyl-phosphate-D-mannose|ic	dolichyl-phosphate|ic	PIGZ
11281	MAR08390	dolichyl-phosphate-D-mannose|ic	mem2emgacpail heparan sulfate|ic	PIGZ
11282	MAR08391	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11283	MAR08391	PE-LD pool|ic	emgacpail heparan sulfate|ic	PIGN
11284	MAR08391	mgacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11285	MAR08391	mgacpail heparan sulfate|ic	emgacpail heparan sulfate|ic	PIGN
11286	MAR08392	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11287	MAR08392	PE-LD pool|ic	memgacpail heparan sulfate|ic	PIGN
11288	MAR08392	m2gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11289	MAR08392	m2gacpail heparan sulfate|ic	memgacpail heparan sulfate|ic	PIGN
11290	MAR08393	PE-LD pool|ic	em3gacpail heparan sulfate|ic	PIGF PIGO PIGG
11291	MAR08393	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11292	MAR08393	m3gacpail heparan sulfate|ic	em3gacpail heparan sulfate|ic	PIGF PIGO PIGG
11293	MAR08393	m3gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11294	MAR08394	PE-LD pool|ic	m2emgacpail heparan sulfate|ic	PIGN
11295	MAR08394	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11296	MAR08394	m3gacpail heparan sulfate|ic	m2emgacpail heparan sulfate|ic	PIGN
11297	MAR08394	m3gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11298	MAR08395	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGG
11299	MAR08395	PE-LD pool|ic	emem2gacpail heparan sulfate|ic	PIGF PIGG
11300	MAR08395	em3gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGG
11301	MAR08395	em3gacpail heparan sulfate|ic	emem2gacpail heparan sulfate|ic	PIGF PIGG
11302	MAR08396	PE-LD pool|ic	em2emgacpail heparan sulfate|ic	PIGF PIGO PIGG
11303	MAR08396	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11304	MAR08396	m2emgacpail heparan sulfate|ic	em2emgacpail heparan sulfate|ic	PIGF PIGO PIGG
11305	MAR08396	m2emgacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11306	MAR08397	PE-LD pool|ic	em2emgacpail heparan sulfate|ic	PIGN
11307	MAR08397	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11308	MAR08397	em3gacpail heparan sulfate|ic	em2emgacpail heparan sulfate|ic	PIGN
11309	MAR08397	em3gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11310	MAR08398	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGG
11311	MAR08398	PE-LD pool|ic	gpi heparan sulfate|ic	PIGF PIGG
11312	MAR08398	em2emgacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGG
11313	MAR08398	em2emgacpail heparan sulfate|ic	gpi heparan sulfate|ic	PIGF PIGG
11314	MAR08399	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11315	MAR08399	PE-LD pool|ic	gpi heparan sulfate|ic	PIGN
11316	MAR08399	emem2gacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGN
11317	MAR08399	emem2gacpail heparan sulfate|ic	gpi heparan sulfate|ic	PIGN
11318	MAR08401	PE-LD pool|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11319	MAR08401	PE-LD pool|ic	mem2emgacpail heparan sulfate|ic	PIGF PIGO PIGG
11320	MAR08401	m3emgacpail heparan sulfate|ic	1,2-diacylglycerol-LD-PE pool|ic	PIGF PIGO PIGG
11321	MAR08401	m3emgacpail heparan sulfate|ic	mem2emgacpail heparan sulfate|ic	PIGF PIGO PIGG
11322	MAR08402	em2emgacpail heparan sulfate|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11323	MAR08402	em2emgacpail heparan sulfate|ic	em2emgacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11324	MAR08402	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11325	MAR08402	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	em2emgacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11326	MAR08403	em2emgacpail_prot heparan sulfate|ic	palmitate|ic	PGAP1
11327	MAR08403	em2emgacpail_prot heparan sulfate|ic	dem2emgacpail_prot heparan sulfate|ic	PGAP1
11328	MAR08404	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11329	MAR08404	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	gpi_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11330	MAR08404	gpi heparan sulfate|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11331	MAR08404	gpi heparan sulfate|ic	gpi_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11332	MAR08405	gpi_prot heparan sulfate|ic	palmitate|ic	PGAP1
11333	MAR08405	gpi_prot heparan sulfate|ic	dgpi_prot heparan sulfate|ic	PGAP1
11334	MAR08406	m3gacpail heparan sulfate|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11335	MAR08406	m3gacpail heparan sulfate|ic	m3gacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11336	MAR08406	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11337	MAR08406	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	m3gacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11338	MAR08407	mem2emgacpail heparan sulfate|ic	mem2emgacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11339	MAR08407	mem2emgacpail heparan sulfate|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11340	MAR08407	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	mem2emgacpail_prot heparan sulfate|ic	PIGS PIGU PIGT PIGK GPAA1
11341	MAR08407	glycophosphatidylinositol-(GPI)-anchored-protein-precursor|ic	gpi_sig|ic	PIGS PIGU PIGT PIGK GPAA1
11342	MAR01979	pregnenolone|ic	pregn-5-ene-3,20-dione|ic	HSD3B1 HSD3B2
11343	MAR01980	pregn-5-ene-3,20-dione|ic	progesterone|ic	HSD3B1 HSD3B2
11344	MAR01981	progesterone|ic	17alpha-hydroxyprogesterone|ic	CYP17A1
11345	MAR01985	17alpha-hydroxyprogesterone|ic	4-androstene-3,17-dione|ic	CYP17A1 BCO2
11346	MAR01985	17alpha-hydroxyprogesterone|ic	acetate|ic	CYP17A1 BCO2
11347	MAR01987	17alpha-hydroxyprogesterone|ic	4-androstene-3,17-dione|ic	CYP17A1 BCO2
11348	MAR01987	17alpha-hydroxyprogesterone|ic	acetate|ic	CYP17A1 BCO2
11349	MAR01988	17alpha-hydroxyprogesterone|ic	11-deoxycortisol|ic	CYP21A2
11350	MAR01995	11-deoxycortisol|ic	cortisol|ic	CYP11B1 CYP11B2
11351	MAR01996	cortisol|ic	cortisone|ic	HSD11B1
11352	MAR01999	cortisol|ic	acetate|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11353	MAR01999	cortisol|ic	11beta-hydroxyandrost-4-ene-3,17-dione|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11354	MAR02000	cortisol|ic	acetate|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11355	MAR02000	cortisol|ic	11beta-hydroxyandrost-4-ene-3,17-dione|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11356	MAR02001	cortisol|ic	acetate|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11357	MAR02001	cortisol|ic	11beta-hydroxyandrost-4-ene-3,17-dione|ic	CYP17A1 CYP11B1 CYP11B2 BCO2
11358	MAR01305	arachidonate|ic	prostaglandin G2|ic	PTGS2 PTGS1
11359	MAR01307	prostaglandin G2|ic	prostaglandin H2|ic	PTGS2 PTGS1
11360	MAR01308	prostaglandin H2|ic	prostaglandin I2|ic	PTGIS
11361	MAR01312	prostaglandin H2|ic	prostaglandin E2|ic	PTGES3 PTGES2 PTGES
11362	MAR01313	prostaglandin H2|ic	thromboxane A2|ic	TBXAS1
11363	MAR01321	prostaglandin A2|ic	prostaglandin E2|ic	RPP14 SCARF2
11364	MAR01325	prostaglandin F2alpha|ic	prostaglandin H2|ic	AKR1C3
11365	MAR01326	prostaglandin F2alpha|ic	prostaglandin H2|ic	AKR1C3
11366	MAR01327	prostaglandin F2alpha|ic	prostaglandin E2|ic	DHRS4 CBR1 CBR3 AKR1C3
11367	MAR01329	prostaglandin D2|ic	prostaglandin F2alpha|ic	AKR1C3
11368	MAR01330	prostaglandin H2|ic	prostaglandin D2|ic	PTGDS HPGDS
11369	MAR01339	12(S)-HHT|ic	prostaglandin H2|ic	TBXAS1
11370	MAR01339	malonic-dialdehyde|ic	prostaglandin H2|ic	TBXAS1
11371	MAR01344	15-oxo-prostaglandin E2-glyceryl ester|ic	prostaglandin-PGE2-glyceryl ester|ic	HPGD
11372	MAR01346	arachidonate|ic	anandamide|ic	FAAH
11373	MAR01346	ethanolamine|ic	anandamide|ic	FAAH
11374	MAR01347	2-arachidonoylglycerol|ic	arachidonate|ic	FAAH
11375	MAR01347	2-arachidonoylglycerol|ic	glycerol|ic	FAAH
11376	MAR01350	2-arachidonoylglycerol|ic	12-hydroperoxyeicosatetraenoate-glyceryl-ester|ic	PTGS2 PTGS1
11377	MAR01352	1-lyso-2-arachidonoyl-phosphatidate|ic	2-arachidonoylglycerol|ic	PLPP1 LPIN2 PLPPR2 PLPPR4 PLPPR3 LPIN3 LPIN1 PLPP2 PLPP5 PLPP3 PLPP4
11378	MAR01367	GSH|ic	S-(PGJ2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 AKR1C3 GSTK1 GSTM2 GSTA1 GSTA2
11379	MAR01367	prostaglandin J2|ic	S-(PGJ2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 AKR1C3 GSTK1 GSTM2 GSTA1 GSTA2
11380	MAR01370	GSH|ic	S-(PGA2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11381	MAR01370	prostaglandin A2|ic	S-(PGA2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11382	MAR01379	GSH|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11383	MAR01379	delta-12-prostaglandin J2|ic	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11384	MAR01382	S-(9-deoxy-delta9,12-PGD2)-glutathione|ic	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione|ic	AKR1C3
11385	MAR01384	GSH|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11386	MAR01384	9-deoxy-delta12-PGD2|ic	S-(9-deoxy-delta12-PGD2)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11387	MAR01387	S-(9-deoxy-delta12-PGD2)-glutathione|ic	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione|ic	AKR1C3
11388	MAR01388	dihomo-gamma-linolenate|ic	15-HpETrE|ic	ALOX15 ALOX15B
11389	MAR01390	dihomo-gamma-linolenate|ic	prostaglandin G1|ic	PTGS2 PTGS1
11390	MAR01391	dihomo-gamma-linolenate|ic	prostaglandin G1|ic	PTGS2 PTGS1
11391	MAR01393	prostaglandin G1|ic	prostaglandin H1|ic	PTGS2 PTGS1
11392	MAR01394	prostaglandin E1|ic	prostaglandin H1|ic	PTGES3 PTGES2 PTGES
11393	MAR01395	prostaglandin A1|ic	prostaglandin E1|ic	RPP14 SCARF2
11394	MAR01398	GSH|ic	S-(PGA1)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11395	MAR01398	prostaglandin A1|ic	S-(PGA1)-glutathione|ic	MGST1 GSTO2 GSTP1 MGST2 GSTT2 GSTZ1 GSTT2B GSTM1 GSTM5 GSTM3 MGST3 PTGES GSTO1 HPGDS GSTM4 GSTA4 GSTA3 GSTA5 GSTK1 GSTM2 GSTA1 GSTA2
11396	MAR00703	palmitoyl-CoA|ic	hexadecanol|ic	FAR2 FAR1
11397	MAR00705	DHAP|ic	1-palmitoyl-dihydroxyacetone-phosphate|ic	GNPAT
11398	MAR00705	palmitoyl-CoA|ic	1-palmitoyl-dihydroxyacetone-phosphate|ic	GNPAT
11399	MAR00706	1-palmitoyl-dihydroxyacetone-phosphate|ic	palmitate|ic	GNPAT
11400	MAR00706	1-palmitoyl-dihydroxyacetone-phosphate|ic	GO3P|ic	GNPAT
11401	MAR00706	hexadecanol|ic	palmitate|ic	GNPAT
11402	MAR00706	hexadecanol|ic	GO3P|ic	GNPAT
11403	MAR00708	GO3P|ic	1-hexadecylglycerol-3-phosphate|ic	GNPAT
11404	MAR07598	2-acyl-1-alkyl-sn-glycero-3-phosphate|ic	1-alkyl-2-acylglycerol|ic	PLPP1 LPIN2 PLPPR2 PLPPR4 PLPPR3 LPIN3 LPIN1 PLPP2 PLPP5 PLPP3 PLPP4
11405	MAR07600	1-alkyl-2-acylglycerol|ic	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	CHPT1 CEPT1
11406	MAR07600	CDP-choline|ic	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	CHPT1 CEPT1
11407	MAR07602	acyl-CoA pool|ic	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	LPCAT2 LPCAT3 LPCAT1 LPCAT4
11408	MAR07602	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	LPCAT2 LPCAT3 LPCAT1 LPCAT4
11409	MAR07603	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	PLA2G10 PLA2G3 PLA2G4C PLA2G4A PLA2G2D PLA2G12A PLA2G5 PLA2G12B PLA2G2F PLA2G4D PLB1 PLA2G4F JMJD7-PLA2G4B PLA2G1B PLAAT3 PLA2G6 PLA2G2C PLA2G4E PLA2G2A PLA2G2E PLA2G4B
11410	MAR07603	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	fatty acid pool|ic	PLA2G10 PLA2G3 PLA2G4C PLA2G4A PLA2G2D PLA2G12A PLA2G5 PLA2G12B PLA2G2F PLA2G4D PLB1 PLA2G4F JMJD7-PLA2G4B PLA2G1B PLAAT3 PLA2G6 PLA2G2C PLA2G4E PLA2G2A PLA2G2E PLA2G4B
11411	MAR07604	1-alkenyl-2-acylglycerol|ic	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	CEPT1 SELENOI
11412	MAR07604	CDP-ethanolamine|ic	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	CEPT1 SELENOI
11413	MAR07605	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate|ic	PLD1 PLD3 PLD2 PLD4
11414	MAR07605	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine|ic	ethanolamine|ic	PLD1 PLD3 PLD2 PLD4
11415	MAR07606	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	ethanolamine-phosphate|ic	ENPP6
11416	MAR07606	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	1-(1-alkenyl)-sn-glycerol|ic	ENPP6
11417	MAR07607	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	ethanolamine|ic	ENPP2
11418	MAR07607	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine|ic	1-(1-alkenyl)-sn-glycero-3-phosphate|ic	ENPP2
11419	MAR07610	CDP-choline|ic	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine|ic	CHPT1 CEPT1
11420	MAR07610	1-alkyl-2-acetyl-sn-glycerol|ic	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine|ic	CHPT1 CEPT1
11421	MAR07614	acyl-CoA pool|ic	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	LPCAT2 LPCAT3 LPCAT1 LPCAT4
11422	MAR07614	1-organyl-2-lyso-sn-glycero-3-phosphocholine|ic	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	LPCAT2 LPCAT3 LPCAT1 LPCAT4
11423	MAR07615	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	1-organyl-2-lyso-sn-glycero-3-phosphocholine|ic	PLA2G10 PLA2G3 PLA2G4C PLA2G4A PLA2G2D PLA2G12A PLA2G5 PLA2G12B PLA2G2F PLA2G4D PLB1 PLA2G4F JMJD7-PLA2G4B PLA2G1B PLAAT3 PLA2G6 PLA2G2C PLA2G4E PLA2G2A PLA2G2E PLA2G4B
11424	MAR07615	1-radyl-2-acyl-sn-glycero-3-phosphocholine|ic	fatty acid pool|ic	PLA2G10 PLA2G3 PLA2G4C PLA2G4A PLA2G2D PLA2G12A PLA2G5 PLA2G12B PLA2G2F PLA2G4D PLB1 PLA2G4F JMJD7-PLA2G4B PLA2G1B PLAAT3 PLA2G6 PLA2G2C PLA2G4E PLA2G2A PLA2G2E PLA2G4B
11425	MAR00024	fatty acid-ligands|ic	activation-ppara|ic	TBL1X NCOR1 HDAC3 TBL1XR1 NCOR2 CREBBP NCOA3 NCOA2 SIN3A NCOR2 NCOR1 SIN3A NCOR1 SIN3A HDAC3 NCOR2 RORA SMARCD3 NCOA1 FHL2 MED1 NR1D1 SIN3B HELZ2 GRHL1 TGS1 CARM1 ANKRD1 FABP1 CHD9 RXRA PPARA NCOA6
11426	MAR00024	PPARA|ic	activation-ppara|ic	TBL1X NCOR1 HDAC3 TBL1XR1 NCOR2 CREBBP NCOA3 NCOA2 SIN3A NCOR2 NCOR1 SIN3A NCOR1 SIN3A HDAC3 NCOR2 RORA SMARCD3 NCOA1 FHL2 MED1 NR1D1 SIN3B HELZ2 GRHL1 TGS1 CARM1 ANKRD1 FABP1 CHD9 RXRA PPARA NCOA6
11427	MAR00025	activation-ppara|ic	activation-ppara|ic	ME1 TRIB3 SULT2A1 HMGCS1 G0S2 SLC27A1 GLIPR1 RGL1 TNFRSF21 TIAM2 PLIN2 NPAS2 TXNRD1
11428	MAR00026	activation-ppara|ic	activation-ppara|ic	FDFT1 HMGCR CYP1A1 FADS1 CYP7A1 CYP4A11 UGT1A9
11429	MAR00027	activation-ppara|ic	activation-ppara|ic	ALAS1 CPT1A ACADM HMGCS2 ACSL1 CPT2
11430	MAR00028	activation-ppara|ic	activation-ppara|ic	ACOX1 PEX11A
11431	MAR00029	activation-ppara|ic	activation-ppara|e	ABCB4 APOA5 APOA1 CCN2 CD36 AGT APOA2 ABCA1 ANGPTL4
11432	MAR00030	activation-ppara|ic	activation-ppara|ic	PDK4 ABCB4 FAS SREBF1 SCD PLTP SULT2A1 CBX1 CPT1A APOA5 EHHADH ACADM APOA1 SLC27A1 HMGCS2 FADS2 CD36 MTTP PLIN2 FADS1 ACSL1 UGT2B4 CPT2 APOA2 ACOX1 FABP1 ABCA1 PLIN1 PEX11A SLC27A4 GPD1 ANGPTL4 FASN LPL CIDEA PNPLA2 DGAT1 PDIA2 CYP4A11 ACACA
11433	MAR07200	[protein]-L-serine|ic	Xyl-L-Ser-[protein]|ic	XYLT2 XYLT1
11434	MAR07200	UDP-xylose|ic	Xyl-L-Ser-[protein]|ic	XYLT2 XYLT1
11435	MAR07202	Xyl-L-Ser-[protein]|ic	Gal-Xyl-L-Ser-[protein]|ic	B4GALT7
11436	MAR07202	UDP-galactose|ic	Gal-Xyl-L-Ser-[protein]|ic	B4GALT7
11437	MAR07203	UDP-galactose|ic	Gal2-Xyl-L-Ser-[protein]|ic	B3GALT6
11438	MAR07203	Gal-Xyl-L-Ser-[protein]|ic	Gal2-Xyl-L-Ser-[protein]|ic	B3GALT6
11439	MAR07205	Gal2-Xyl-L-Ser-[protein]|ic	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein|ic	B3GAT1 B3GAT2 B3GAT3
11440	MAR07205	UDP-glucuronate|ic	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein|ic	B3GAT1 B3GAT2 B3GAT3
11441	MAR07206	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein|ic	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))|ic	CSGALNACT1 CSGALNACT2
11442	MAR07206	UDP-N-acetyl-D-galactosamine|ic	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))|ic	CSGALNACT1 CSGALNACT2
11443	MAR07207	3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein|ic	heparan sulfate, precursor 1|ic	EXTL3 EXTL2
11444	MAR07207	UDP-N-acetylglucosamine|ic	heparan sulfate, precursor 1|ic	EXTL3 EXTL2
11445	MAR07208	heparan sulfate, precursor 1|ic	heparan sulfate, precursor 2|ic	EXT2 EXT1
11446	MAR07208	UDP-glucuronate|ic	heparan sulfate, precursor 2|ic	EXT2 EXT1
11447	MAR07209	UDP-N-acetylglucosamine|ic	heparan sulfate, precursor 3|ic	EXT2 EXT1 EXTL3 EXTL1
11448	MAR07209	heparan sulfate, precursor 2|ic	heparan sulfate, precursor 3|ic	EXT2 EXT1 EXTL3 EXTL1
11449	MAR07210	heparan sulfate, precursor 3|ic	heparan sulfate, precursor 4|ic	EXT2 EXT1
11450	MAR07210	UDP-glucuronate|ic	heparan sulfate, precursor 4|ic	EXT2 EXT1
11451	MAR07211	UDP-N-acetylglucosamine|ic	heparan sulfate, precursor 5|ic	EXT2 EXT1 EXTL3 EXTL1
11452	MAR07211	heparan sulfate, precursor 4|ic	heparan sulfate, precursor 5|ic	EXT2 EXT1 EXTL3 EXTL1
11453	MAR07212	UDP-glucuronate|ic	heparan sulfate, precursor 6|ic	EXT2 EXT1
11454	MAR07212	heparan sulfate, precursor 5|ic	heparan sulfate, precursor 6|ic	EXT2 EXT1
11455	MAR07213	UDP-N-acetylglucosamine|ic	heparan sulfate, precursor 7|ic	EXT2 EXT1 EXTL3 EXTL1
11456	MAR07213	heparan sulfate, precursor 6|ic	heparan sulfate, precursor 7|ic	EXT2 EXT1 EXTL3 EXTL1
11457	MAR07214	UDP-glucuronate|ic	heparan sulfate, precursor 8|ic	EXT2 EXT1
11458	MAR07214	heparan sulfate, precursor 7|ic	heparan sulfate, precursor 8|ic	EXT2 EXT1
11459	MAR07215	UDP-N-acetylglucosamine|ic	heparan sulfate, precursor 9|ic	EXT2 EXT1 EXTL3 EXTL1
11460	MAR07215	heparan sulfate, precursor 8|ic	heparan sulfate, precursor 9|ic	EXT2 EXT1 EXTL3 EXTL1
11461	MAR07216	heparan sulfate, precursor 9|ic	acetate|ic	NDST1 NDST4 NDST3 NDST2 
