,ensid,symbol
2398,ENSG00000197977,ELOVL2
2399,ENSG00000198001,IRAK4
2400,ENSG00000198075,SULT1C4
2401,ENSG00000198108,CHSY3
2402,ENSG00000198130,HIBCH
2403,ENSG00000198162,MAN1A2
2404,ENSG00000198189,HSD17B11
2405,ENSG00000198203,SULT1C2
2406,ENSG00000198231,DDX42
2407,ENSG00000198246,SLC29A3
2408,ENSG00000198276,UCKL1
2409,ENSG00000198355,PIM3
2410,ENSG00000198380,GFPT1
2411,ENSG00000198431,TXNRD1
2412,ENSG00000198488,B3GNT6
2413,ENSG00000198563,DDX39B
2414,ENSG00000198586,TLK1
2415,ENSG00000198610,AKR1C4
2416,ENSG00000198648,STK39
2417,ENSG00000198668,CALM1
2418,ENSG00000198682,PAPSS2
2419,ENSG00000198695,MT-ND6
2420,ENSG00000198712,MT-CO2
2421,ENSG00000198721,ECI2
2422,ENSG00000198727,MT-CYB
2423,ENSG00000198743,SLC5A3
2424,ENSG00000198752,CDC42BPB
2425,ENSG00000198753,PLXNB3
2426,ENSG00000198756,COLGALT2
2427,ENSG00000198763,MT-ND2
2428,ENSG00000198786,MT-ND5
2429,ENSG00000198804,MT-CO1
2430,ENSG00000198805,PNP
2431,ENSG00000198814,GK
2432,ENSG00000198825,INPP5F
2433,ENSG00000198840,MT-ND3
2434,ENSG00000198886,MT-ND4
2435,ENSG00000198888,MT-ND1
2436,ENSG00000198899,MT-ATP6
2437,ENSG00000198909,MAP3K3
2438,ENSG00000198910,L1CAM
2439,ENSG00000198931,APRT
2440,ENSG00000198938,MT-CO3
2441,ENSG00000198951,NAGA
2442,ENSG00000198964,SGMS1
2443,ENSG00000203797,DDO
2444,ENSG00000203805,PLPP4
2445,ENSG00000203857,HSD3B1
2446,ENSG00000203859,HSD3B2
2447,ENSG00000204084,INPP5B
2448,ENSG00000204099,NEU4
2449,ENSG00000204160,ZDHHC18
2450,ENSG00000204217,BMPR2
2451,ENSG00000204228,HSD17B8
2452,ENSG00000204310,AGPAT1
2453,ENSG00000204344,STK19
2454,ENSG00000204370,SDHD
2455,ENSG00000204371,EHMT2
2456,ENSG00000204386,NEU1
2457,ENSG00000204394,VARS1
2458,ENSG00000204435,CSNK2B
2459,ENSG00000204560,DHX16
2460,ENSG00000204580,DDR1
2461,ENSG00000205060,SLC35B4
2462,ENSG00000205268,PDE7A
2463,ENSG00000205309,NT5M
2464,ENSG00000205560,CPT1B
2465,ENSG00000205808,PLPP6
2466,ENSG00000206077,ZDHHC11B
2467,ENSG00000206190,ATP10A
2468,ENSG00000206527,HACD2
2469,ENSG00000211445,GPX3
2470,ENSG00000211448,DIO2
2471,ENSG00000211455,STK38L
2472,ENSG00000211456,SACM1L
2473,ENSG00000212907,MT-ND4L
2474,ENSG00000213024,NUP62
2475,ENSG00000213160,KLHL23
2476,ENSG00000213316,LTC4S
2477,ENSG00000213341,CHUK
2478,ENSG00000213366,GSTM2
2479,ENSG00000213398,LCAT
2480,ENSG00000213614,HEXA
2481,ENSG00000213619,NDUFS3
2482,ENSG00000213639,PPP1CB
2483,ENSG00000213648,SULT1A4
2484,ENSG00000213689,TREX1
2485,ENSG00000213759,UGT2B11
2486,ENSG00000213760,ATP6V1G2
2487,ENSG00000213782,DDX47
2488,ENSG00000213920,MDP1
2489,ENSG00000213923,CSNK1E
2490,ENSG00000213930,GALT
2491,ENSG00000214013,GANC
2492,ENSG00000214160,ALG3
2493,ENSG00000214530,STARD10
2494,ENSG00000215301,DDX3X
2495,ENSG00000221823,PPP3R1
2496,ENSG00000221914,PPP2R2A
2497,ENSG00000221968,FADS3
2498,ENSG00000221988,PPT2
2499,ENSG00000223572,CKMT1A
2500,ENSG00000223802,CERS1
2501,ENSG00000225697,SLC26A6
2502,ENSG00000226784,PGAM4
2503,ENSG00000228716,DHFR
2504,ENSG00000233276,GPX1
2505,ENSG00000235863,B3GALT4
2506,ENSG00000237172,B3GNT9
2507,ENSG00000237289,CKMT1B
2508,ENSG00000239672,NME1
2509,ENSG00000239900,ADSL
2510,ENSG00000240038,AMY2B
2511,ENSG00000240224,ENSG00000240224
2512,ENSG00000240303,ACAD11
2513,ENSG00000240583,AQP1
2514,ENSG00000240857,RDH14
2515,ENSG00000240891,PLCXD2
2516,ENSG00000241119,UGT1A9
2517,ENSG00000241258,CRCP
2518,ENSG00000241343,RPL36A
2519,ENSG00000241360,PDXP
2520,ENSG00000241468,ATP5MF
2521,ENSG00000241635,UGT1A1
2522,ENSG00000241837,ATP5PO
2523,ENSG00000241878,PISD
2524,ENSG00000241935,HOGA1
2525,ENSG00000241973,PI4KA
2526,ENSG00000242110,AMACR
2527,ENSG00000242366,UGT1A8
2528,ENSG00000242515,UGT1A10
2529,ENSG00000242612,DECR2
2530,ENSG00000243135,ENSG00000243135
2531,ENSG00000243477,NAA80
2532,ENSG00000243708,PLA2G4B
2533,ENSG00000243955,GSTA1
2534,ENSG00000244038,DDOST
2535,ENSG00000244122,UGT1A7
2536,ENSG00000244474,UGT1A4
2537,ENSG00000244486,SCARF2
2538,ENSG00000247077,PGAM5
2539,ENSG00000247626,MARS2
2540,ENSG00000248098,BCKDHA
2541,ENSG00000248333,CDK11B
2542,ENSG00000249853,HS3ST5
2543,ENSG00000250506,CDK3
2544,ENSG00000250565,ATP6V1E2
2545,ENSG00000253710,ALG11
2546,ENSG00000253729,PRKDC
2547,ENSG00000254087,LYN
2548,ENSG00000254505,CHMP4A
2549,ENSG00000254685,FPGT
2550,ENSG00000256043,CTSO
2551,ENSG00000256269,HMBS
2552,ENSG00000256525,POLG2
2553,ENSG00000257365,FNTB
2554,ENSG00000257594,GALNT4
2555,ENSG00000258366,RTEL1
2556,ENSG00000259431,THTPA
2557,ENSG00000261052,SULT1A3
2558,ENSG00000130653,PNPLA7
2559,ENSG00000120992,LYPLA1
2560,ENSG00000011009,LYPLA2
2561,ENSG00000272333,KMT2B
2562,ENSG00000243678,NME2
2563,ENSG00000272325,NUDT3
2564,ENSG00000228253,MT-ATP8
2565,ENSG00000093144,ECHDC1
2566,ENSG00000090382,LYZ
2567,ENSG00000165475,CRYL1
2568,ENSG00000157870,PRXL2B
2569,ENSG00000168389,MFSD2A
2570,ENSG00000165168,CYBB
2571,ENSG00000123131,PRDX4
